Africana Library Open House,Academic;Diversity and Inclusion;Family Friendly;Open House;Student Success;University Events,Africana Studies and Research Center; 310 Triphammer Road,-76.4823330605,42.4574290881
Architecture; Art; and Planning (AAP) Deans Welcome and Reception,Architecture; Art & Planning;Family Friendly;First-Year Students;Required;Transfer Students,Abby and Howard Milstein Auditorium,-76.483563,42.451219
Arts and Sciences Welcome Hub,Academic;Arts & Sciences;Family Friendly;Finding Community;First-Year Students;Transfer Students,Groos Family Atrium; Klarman Hall (ground floor),-76.4830291271,42.4490955981
Arts and Sciences Welcome Hub,Academic;Arts & Sciences;Family Friendly;Finding Community;First-Year Students;Transfer Students,Groos Family Atrium; Klarman Hall (ground floor),-76.4830291271,42.4490955981
Big Red Welcome Fest,Arts;Family Friendly;Music;University Events,Ho Plaza,-76.4850719484,42.4466968389
Big Red Welcome Fest,Arts;Family Friendly;Music;University Events,Ho Plaza,-76.4850719484,42.4466968389
Botanic Gardens Open House,Family Friendly;Health and Wellness;Open House;Outdoors;University Events,Nevin Welcome Center; Plantations Road,-76.4719028009,42.4494149539
Botanic Gardens Open House,Family Friendly;Health and Wellness;Open House;Outdoors;University Events,Nevin Welcome Center; Plantations Road,-76.4719028009,42.4494149539
Botanic Gardens Tour,Family Friendly;Health and Wellness;Outdoors;Tour;University Events,Nevin Welcome Center; Plantations Road,-76.4719028009,42.4494149539
Botanic Gardens Tour,Family Friendly;Health and Wellness;Outdoors;Tour;University Events,Nevin Welcome Center; Plantations Road,-76.4719028009,42.4494149539
Botanic Gardens Tour,Family Friendly;Health and Wellness;Outdoors;Tour;University Events,Nevin Welcome Center; Plantations Road,-76.4719028009,42.4494149539
Botanic Gardens Tour,Family Friendly;Health and Wellness;Outdoors;Tour;University Events,Nevin Welcome Center; Plantations Road,-76.4719028009,42.4494149539
Bursar and Financial Aid and Student Employment,University Events,Lobby,-76.483271,42.447017
CALS Welcome Lounge,Agriculture & Life Sciences;Family Friendly,Ag Quad,-76.47859920035884,42.44874223637841
CALS Welcome Lounge,Agriculture & Life Sciences;Family Friendly,Ag Quad,-76.47859920035884,42.44874223637841
Career Success? Yes!,Parent Program;Student Success;University Events,Rhodes-Rawlings Auditorium; KG70 Klarman Hall,-76.4830291271,42.4490955981
Career Success? Yes!,Parent Program;Student Success;University Events,G1 Uris Hall,-76.482197,42.447205
College of Engineering Student Services Resource Fair,Engineering;Family Friendly;Open House;Student Success,Swanson Atrium; Duffield Hall,-76.482571,42.444667
Cornell Cinema Open House,Arts;Diversity and Inclusion;Family Friendly;Health and Wellness;Open House;University Events,Cornell Cinema; Willard Straight Hall,-76.485645,42.446558
Cornell Cinema Open House,Arts;Diversity and Inclusion;Family Friendly;Health and Wellness;Open House;University Events,Cornell Cinema; Willard Straight Hall,-76.485645,42.446558
Cornell Health Open House,Family Friendly;Health and Wellness;University Events,Cornell Health,-76.485558,42.445832
Cornell Health Open House,Family Friendly;Health and Wellness;University Events,Cornell Health,-76.485558,42.445832
Cornell IT Security Office Open House,Family Friendly;Open House;Student Success;University Events,B40 Olin Library,-76.484241,42.44785
Cornell IT Security Office Open House,Family Friendly;Open House;Student Success;University Events,B40 Olin Library,-76.484241,42.44785
Cornell School of Continuing Education (SCE) Open House: Learn about Summer and Winter Study Options,Academic;Family Friendly;Open House;University Events,B20 Day Hall,-76.483271,42.447017
Deans Drop-In Welcome ,Family Friendly;SC Johnson College of Business - Dyson School,Ag Quad Tent,-76.47859920035884,42.44874223637841
Deans Welcome and Informational Briefing for Families,Engineering;Parent Program,Barton Hall,-76.480718,42.445954
Diversity and Inclusion Student Orientation and Parents Panel,Academic;Diversity and Inclusion;Family Friendly;Finding Community;Student Success;University Events,B25 Auditorium; Warren Hall,-76.477098,42.449213
Diversity and Inclusion Student Orientation and Parents Panel,Academic;Diversity and Inclusion;Family Friendly;Finding Community;Student Success;University Events,B25 Auditorium; Warren Hall,-76.477098,42.449213
Division of Asia Collections Open House,Academic;Family Friendly;Open House;University Events,Level 1; Kroch Library,-76.483459,42.448031
Division of Rare and Manuscript Collections Open House,Academic;Family Friendly;Open House;Student Success;University Events,Level 2B; Kroch Library,-76.483459,42.448031
Division of Rare and Manuscript Collections Open House,Academic;Family Friendly;Open House;Student Success;University Events,Level 2B; Kroch Library,-76.483459,42.448031
Dump and Run,Family Friendly;University Events,Shops at Ithaca Mall,-76.49309408293789,42.48384535756833
Dump and Run,Family Friendly;University Events,Shops at Ithaca Mall,-76.49309408293789,42.48384535756833
Education Abroad Open House,Academic;Family Friendly;First-Year Students;Open House;Transfer Students;University Events,276 Caldwell Hall,-76.478261,42.449222
Education Abroad Open House,Academic;Family Friendly;First-Year Students;Open House;Transfer Students;University Events,276 Caldwell Hall,-76.478261,42.449222
Engineering Light Dinner Reception and Major Information Fair ,Engineering;Family Friendly;Featured;Open House,Swanson Atrium; Duffield Hall; 116 Upson Hall,-76.482571,42.444667
Explore Cornells Campus Gorges,Family Friendly;Outdoors;Tour;University Events,Meet in front of Martin Y. Tang Welcome Center,-76.48035553097725,42.45224408796676
Explore Cornells Campus Gorges,Family Friendly;Outdoors;Tour;University Events,Meet in front of Martin Y. Tang Welcome Center,-76.48035553097725,42.45224408796676
Family Welcome Reception,Architecture; Art & Planning;Parent Program,Milstein Hall Dome,-76.483563,42.451219
Fine Arts Library Tours,Academic;Architecture; Art & Planning;Arts;Family Friendly;Student Success;Tour;University Events,Rand Hall,-76.482892,42.451229
Fine Arts Library Tours,Academic;Architecture; Art & Planning;Arts;Family Friendly;Student Success;Tour;University Events,Rand Hall,-76.482892,42.451229
Fine Arts Library Tours,Academic;Architecture; Art & Planning;Arts;Family Friendly;Student Success;Tour;University Events,Rand Hall,-76.482892,42.451229
Friday Family Fun Night with Cornell Recreational Services,Family Friendly;Health and Wellness;Open House;University Events,Helen Newman Hall,-76.477354,42.452959
Greek Life for Parents,Finding Community;Parent Program;University Events,Lewis Auditorium; G76 Goldwin Smith Hall,-76.483473,42.449063
Greek Life for Parents,Finding Community;Parent Program;University Events,HEC Auditorium; 132 Goldwin Smith Hall,-76.483473,42.449063
Health Requirements Clinic,Family Friendly;Health and Wellness;University Events,Level 1 Tang Conference Rooms; Cornell Health,-76.485558,42.445832
Highlights Tour of the Johnson Museum of Art,Arts;Family Friendly;University Events,Appel Lobby; Johnson Museum of Art,-76.486072332,42.4507282662
Hotel School Deans Welcome,Family Friendly;Finding Community;Required;SC Johnson College of Business - Hotel Administration;Student Success,Statler Auditorium; Statler Hall,-76.4821366317,42.4454555821
Hotel School Welcome Hub,Family Friendly;Finding Community;SC Johnson College of Business - Hotel Administration;Student Success,Foyer; 180 Statler Hall,-76.4821548174,42.4457756439
Hotel School Welcome Reception,Family Friendly;First-Year Students;SC Johnson College of Business - Hotel Administration;Transfer Students;Visiting & Exchange Students,Statler Auditorium; Statler Hall,-76.4821548174,42.4457756439
Human Ecology Deans Welcome,Family Friendly;Human Ecology;Required,Call Alumni Auditorium; Kennedy Hall,-76.479259,42.448094
Human Ecology Department Information Sessions for Parents/Guardians,Human Ecology;Parent Program,Locations available at Human Ecology Dean’s Welcome,0,0
ILR Deans Welcome,Family Friendly;ILR School;Required,Uris Auditorium; Uris Hall; 1st Floor,-76.482197,42.447205
ILR Family Reception,Family Friendly;First-Year Students;ILR School;Outdoors;Transfer Students,Harry C. Katz Courtyard; Ives Hall,-76.481015,42.447248
ILR Open House,Family Friendly;First-Year Students;ILR School;Open House;Transfer Students,Lobby; Ives Hall; 2nd Floor,-76.481015,42.447248
IT@Cornell Open House,Family Friendly;Open House;Service;Student Success;University Events,B40 Olin Library,-76.484241,42.44785
IT@Cornell Open House,Family Friendly;Open House;Service;Student Success;University Events,B40 Olin Library,-76.484241,42.44785
Language Resource Center Open House,Academic;Family Friendly;Open House;University Events,Ground Floor; Stimson Hall,-76.483347,42.447773
Mann Library New Student Welcome,Academic;Agriculture & Life Sciences;Family Friendly;Human Ecology;Open House;SC Johnson College of Business - Dyson School;Student Success;University Events,Mann Library Lobby,-76.476343,42.448793
Mann Library Tours,Academic;Agriculture & Life Sciences;Family Friendly;Human Ecology;SC Johnson College of Business - Dyson School;Student Success;Tour;University Events,Departing from Mann Library Lobby,-76.476343,42.448793
Mann Library Tours,Academic;Agriculture & Life Sciences;Family Friendly;Human Ecology;SC Johnson College of Business - Dyson School;Student Success;Tour;University Events,Departing from Mann Library Lobby,-76.476343,42.448793
Mann Library Tours,Academic;Agriculture & Life Sciences;Family Friendly;Human Ecology;SC Johnson College of Business - Dyson School;Student Success;Tour;University Events,Departing from Mann Library Lobby,-76.476343,42.448793
Mann Library Tours,Academic;Agriculture & Life Sciences;Family Friendly;Human Ecology;SC Johnson College of Business - Dyson School;Student Success;Tour;University Events,Departing from Mann Library Lobby,-76.476343,42.448793
Mann Library Tours,Academic;Agriculture & Life Sciences;Family Friendly;Human Ecology;SC Johnson College of Business - Dyson School;Student Success;Tour;University Events,Departing from Mann Library Lobby,-76.476343,42.448793
Mann Library Tours,Academic;Agriculture & Life Sciences;Family Friendly;Human Ecology;SC Johnson College of Business - Dyson School;Student Success;Tour;University Events,Departing from Mann Library Lobby,-76.476343,42.448793
Music Library Open House,Academic;Arts;Family Friendly;Music;Open House;Tour;University Events,220 Lincoln Hall,-76.483496,42.450147
Nestlé Hotel Library Open House,Academic;Family Friendly;Open House;SC Johnson College of Business - Hotel Administration;Student Success,G80 Statler Hall,-76.4821548174,42.4457756439
New Student Convocation,Family Friendly;Featured;Required;University Events;Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;ILR School;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;Transfer Students,Schoellkopf Field,-76.4786568495,42.444032073
Olin and Uris Libraries Tours,Academic;Arts & Sciences;Family Friendly;Student Success;Tour;University Events,Departing from Olin Library Lobby,-76.484241,42.44785
Olin and Uris Libraries Tours,Academic;Arts & Sciences;Family Friendly;Student Success;Tour;University Events,Departing from Olin Library Lobby,-76.484241,42.44785
Olin and Uris Libraries Tours,Academic;Arts & Sciences;Family Friendly;Student Success;Tour;University Events,Departing from Olin Library Lobby,-76.484241,42.44785
Olin and Uris Libraries Tours,Academic;Arts & Sciences;Family Friendly;Student Success;Tour;University Events,Departing from Olin Library Lobby,-76.484241,42.44785
Olin and Uris Libraries Tours,Academic;Arts & Sciences;Family Friendly;Student Success;Tour;University Events,Departing from Olin Library Lobby,-76.484241,42.44785
Olin and Uris Libraries Tours,Academic;Arts & Sciences;Family Friendly;Student Success;Tour;University Events,Departing from Olin Library Lobby,-76.484241,42.44785
Olin and Uris Libraries Tours,Academic;Arts & Sciences;Family Friendly;Student Success;Tour;University Events,Departing from Olin Library Lobby,-76.484241,42.44785
Olin and Uris Libraries Tours,Academic;Arts & Sciences;Family Friendly;Student Success;Tour;University Events,Departing from Olin Library Lobby,-76.484241,42.44785
Olin and Uris Libraries Tours,Academic;Arts & Sciences;Family Friendly;Student Success;Tour;University Events,Departing from Olin Library Lobby,-76.484241,42.44785
Open House for Families of New Students in Human Ecology,Family Friendly;First-Year Students;Human Ecology;Transfer Students,125 Academic Surge Facility A,-76.478316,42.448307
Open House for Families of New Students in Human Ecology,Family Friendly;First-Year Students;Human Ecology;Transfer Students,125 Academic Surge Facility A,-76.478316,42.448307
Performing and Media Arts Welcome Event,Arts;Family Friendly;Open House;University Events,Schwartz Center Courtyard (rain location: Schwartz Center Lobby),-76.48593,42.442437
Shabbat Experience Dinner,Family Friendly;Finding Community;University Events,Multipurpose Room; Robert Purcell Community Center (RPCC),-76.477497,42.455934
Student Disability Services (SDS) Open House,Diversity and Inclusion;Family Friendly;Open House;University Events,Student Advocacy Suite; Level 5; Cornell Health,-76.485558,42.445832
Student Disability Services (SDS) Open House,Diversity and Inclusion;Family Friendly;Open House;University Events,Student Advocacy Suite; Level 5; Cornell Health,-76.485558,42.445832
Supporting My LGBTQ+ Student @ Cornell,Diversity and Inclusion;Finding Community;Parent Program;University Events,3rd Floor Multipurpose Room; LGBT Resource Center; 626 Thurston Avenue,-76.48086539961815,42.451833141695694
Supporting My LGBTQ+ Student @ Cornell,Diversity and Inclusion;Finding Community;Parent Program;University Events,3rd Floor Multipurpose Room; LGBT Resource Center; 626 Thurston Avenue,-76.48086539961815,42.451833141695694
Tatkon Center for First-Year Students Open House,Family Friendly;Finding Community;Health and Wellness;Open House;Student Success;University Events,Tatkon Center,-76.47917980957033,42.45325331375421
Tatkon Center for First-Year Students Open House,Family Friendly;Finding Community;Health and Wellness;Open House;Student Success;University Events,Tatkon Center,-76.47917980957033,42.45325331375421
The Cornell Store Back-to-School Events,Family Friendly,The Cornell Store,-76.484202,42.446744
The Cornell Store Back-to-School Events,Family Friendly,The Cornell Store,-76.484202,42.446744
Undocu-Orientation,Diversity and Inclusion;Parent Program;University Events,Location provided upon RSVP,0,0
Undocu-Orientation,Diversity and Inclusion;Parent Program;University Events,Location provided upon RSVP,0,0
mannUfactory Makerspace Open House,Academic;Arts;Family Friendly;Open House;University Events,112 Mann Library,-76.476343,42.448793
mannUfactory Makerspace Open House,Academic;Arts;Family Friendly;Open House;University Events,112 Mann Library,-76.476343,42.448793
Cornell Department of Music Open House,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Lincoln Hall,-76.483496,42.450147
Residence Hall Community Meetings (Friday Move-In),Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration,North Campus; Residence Halls,-76.467507,42.44629
Friday Night on North,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Court-Kay-Bauer (CKB) Quad,-76.47838998,42.45431648
Cornell Department of Music Open House,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Lincoln Hall,-76.483496,42.450147
Arch Sings,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Balch Arch,-76.478316,42.448307
Residence Hall Community Meetings (Saturday Move-In),Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration,North Campus; North Campus Residence Halls,-76.467507,42.44629
One Cornell,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration,Court-Kay-Bauer (CKB) Quad,-76.47838998,42.45431648
First-Year Festival!,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration,Barton Hall,-76.4897381,42.4539992
Big Red Marching Band Auditions,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Fischell Band Center,-76.47798354,42.44328227
Discover the Tatkon Center for First-Year Students,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Tatkon Center,-76.47917981,42.45325331
Learning Where You Live: Unique Course Opportunities,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Tatkon Center; 3330,-76.47917981,42.45325331
Choral Showcase Concert,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Sage Chapel,-76.484459,42.447201
Open Paddle with Cornell Outing Club,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Beebe Lake; meet by boats,-76.48967,42.45538
New Student Field Day,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Court-Kay-Bauer (CKB) Quad,-76.47838998,42.45431648
Walk and Talk with Cornell Minds Matter,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Tatkon Center,-76.47917981,42.45325331
Everything You Need to Know About Being a Cornellian,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Uris Hall; Uris Auditorium,-76.482197,42.447205
First-Generation New Student Social,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,626 Thurston; Conference Room,-76.4808654,42.45183314
Leadership at Cornell,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Warren Hall; 173,-76.477098,42.449213
Queer Connections: LGBT Resource Center Meet and Greet,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,626 Thurston; LGBT Resource Center,-76.4808654,42.45183314
Arch Sings,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Balch Arch,-76.478316,42.448307
Arch Sings,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Baker Flagpole,-76.48188889,42.44780278
Orientation Leader Meeting I: First-Year Students,Architecture; Art & Planning,Arts Quad; Find Your Group In Front of Sibley Hall,-76.484966,42.44211389
Dance! Trivia! Games! Choose Your Favorite or Try Them All,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration,Bailey Hall,-76.47668889,42.45844167
Dance! Trivia! Games! Choose Your Favorite or Try Them All,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration,Robert J & Helen Appel Commons; Top floor,-76.476101,42.453569
Dance! Trivia! Games! Choose Your Favorite or Try Them All,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration,Robert Purcell Community Center (RPCC),-76.477497,42.455934
Time-Management Skills; Peer-Led Workshops,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Computing and Communications Center (CCC); 420 Computing and Communications Center (CCC),-76.479036,42.449285
AAP New Student Orientation,Architecture; Art & Planning,Milstein Hall; Abby and Howard Milstein Auditorium,-76.49131667,42.44799167
Big Red Marching Band Auditions,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Fischell Band Center,-76.47798354,42.44328227
Lemonade; Cookies; and a Warm Welcome: Discover the Tatkon Center,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Tatkon Center; Balch Courtyard and Tatkon Center,-76.47917981,42.45325331
Cornell Community Essentials,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Bailey Hall,-76.47668889,42.45844167
Welcome Picnic,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Court-Kay-Bauer (CKB) Quad,-76.47838998,42.45431648
Arch Sings,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Balch Arch,-76.478316,42.448307
Arch Sings,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Baker Flagpole,-76.48188889,42.44780278
FREE Fun-Filled Orientation to Cornell Cinema,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Willard Straight Hall; Cornell Cinema,-76.485645,42.446558
Cornell Community Essentials,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Bailey Hall,-76.47668889,42.45844167
